Probe Set ID,WT average,KO average,,Student TTEST,Gene Symbol,Entrez Gene
1418790_at,5475.49552,15.0369284,-364.136569274347,4.99124067659499E-10,Fezf2,54713
1417867_at,30.0413888,270.1509408,-0.11120223646469,0.104194160888965,Cfd,11537
1455913_x_at,470.861736,76.1659128,-6.18205334499713,6.8176205718266E-06,Ttr,22139
1430523_s_at,11.2966939,76.6285882,-0.147421401925293,0.328910965182648,Iglv1,16142
1452166_a_at,2634.99942,455.280398,-5.78764082876241,4.34932810209339E-05,Krt10,16661
1454608_x_at,1203.673366,210.473446,-5.71888468058816,6.77527149829386E-06,Ttr,22139
1417988_at,1301.86436,228.593092,-5.69511680606691,0.000163407418372,Resp18,19711
1417076_at,557.953238,101.3777588,-5.5037046054721,0.008483326347461,Fabp9,21884
1418278_at,579.065476,106.269366,-5.44903482345044,0.001211168530544,Apoc3,11814
1428719_at,52.2254744,276.020302,-0.189208815516766,0.111026530620046,2010309G21Rik,70018
1459737_s_at,899.27581,166.256598,-5.40896313781183,4.18111024384616E-05,Ttr,22139
1458719_at,58.5476474,10.983865,-5.3303320279337,0.041844951347875,,
1455516_at,79.8845548,15.6152262,-5.11581156602137,2.91556798191329E-06,Csrnp3,77771
1420490_at,861.811174,173.617424,-4.96385186546714,7.20835046558245E-06,Klk1b16,16615
1434645_at,161.634332,32.6010524,-4.95794829003741,7.57579263285259E-07,C530008M17Rik,320827
1428667_at,467.025808,99.4276868,-4.6971404347305,6.47263393416216E-06,Maoa,17161
1419145_at,655.895008,140.851018,-4.65665791638084,3.23578678546836E-08,Smtnl1,68678
1417504_at,529.365216,117.264844,-4.51427041509559,1.41289939250675E-09,Calb1,12307
1424509_at,118.025146,26.532264,-4.4483631702142,0.00130881126149,Cd177,68891
1418766_s_at,352.434336,81.7214474,-4.31262963656221,0.002429451346388,Timd2,171284
1424931_s_at,44.5365974,201.106793,-0.221457449226989,0.052877591440931,Iglc1///Iglv1,110785///16142
1423439_at,294.52051,70.48833,-4.17828752646005,5.56089027909892E-06,Pck1,18534
1456387_at,386.982354,95.5506362,-4.05002383437819,5.62606623858558E-06,Nol4,319211
1419618_at,290.686394,72.0042646,-4.03707190976574,0.000197204779264,Bbox1,170442
1430964_at,72.9214084,18.4144834,-3.96000293985983,2.21509018844131E-05,2310034O05Rik,69571
1426175_a_at,90.9451578,23.3066072,-3.90211912954881,0.03207191106091,Tpsab1,100503895
1419539_at,55.5556648,14.4013466,-3.85767153191077,0.001376382943579,Irx4,50916
1430700_a_at,115.03531,481.917318,-0.23870341592497,0.06947686764744,Pla2g7,27226
1449426_a_at,677.669594,175.960606,-3.85125744565804,0.003900038739666,Anxa10,26359
1449385_at,239.177932,62.1443,-3.84875092325443,0.000163396238825,Hsd17b6,27400
1431724_a_at,83.4302608,21.826471,-3.82243473074507,2.52341377744499E-05,P2ry12,70839
1419519_at,482.922598,126.837164,-3.80742191618223,5.28433537533574E-06,Igf1,16000
1422933_at,113.923956,30.078924,-3.78750104225803,1.17477091323813E-05,Xlr5a///Xlr5b///Xlr5c,27084///574438///627081
1447845_s_at,107.7280632,28.861973,-3.73252595032225,4.03561396534502E-05,Vnn1,22361
1437401_at,788.374658,213.066502,-3.70013423320762,4.17915995499931E-08,Igf1,16000
1417231_at,183.554294,49.9884836,-3.67193162866817,8.1740595721206E-06,Cldn2,12738
1434413_at,656.706432,179.555,-3.65741099941522,4.35721837241407E-08,Igf1,16000
1416055_at,68.6122638,18.8367158,-3.64247486284207,0.000167914715206,Amy2a1///Amy2a2///Amy2a3///Amy2a4///Amy2a5,100043207///100043684///100043686///100043688///109959
1452014_a_at,1505.85848,416.006628,-3.61979444231355,3.34650163677957E-05,Igf1,16000
1450826_a_at,5554.20986,1541.48554,-3.60315404580441,1.12601048507959E-06,Saa3,20210
1457033_at,119.38097,33.1908514,-3.59680348543274,0.001588632996445,Zscan4a,434555
1457741_at,128.83918,35.970227,-3.58182838267882,6.50345475384133E-05,,
1420723_at,349.138636,97.775099,-3.57083387867498,1.30238313919573E-07,Vnn3,26464
1451580_a_at,391.53183,110.188706,-3.55328458072645,0.000217381479224,Ttr,22139
1427482_a_at,273.186128,78.1461012,-3.49583822871511,0.001639898948989,Car8,12319
1425581_s_at,119.481799,35.2501674,-3.38953848485837,0.000223700552516,Galnt7,108150
1418438_at,492.272172,145.81363,-3.37603673950096,6.16786177666478E-05,Fabp2,14079
1419698_at,299.456164,88.8749152,-3.36941152997016,0.01265393740292,Cxcl11,56066
1432453_a_at,187.477715,56.072122,-3.34351025630883,0.001216227872374,Ms4a10,69826
1419388_at,53.5461274,16.0604654,-3.33403335870952,0.006267118270625,Tm4sf20,66261
1452232_at,383.458892,115.111424,-3.33119753604994,2.88226306290141E-06,Galnt7,108150
1460468_s_at,85.8623272,25.8486954,-3.3217276876573,8.1496782659458E-09,Dnajc22,72778
1447831_s_at,217.69228,66.0615004,-3.29529724093278,9.1977576911375E-08,Mtmr7,54384
1417262_at,3729.25078,1139.943172,-3.27143569223467,1.59818144402259E-06,Ptgs2,19225
1417263_at,636.148238,194.712048,-3.26712314175854,0.000213622000601,Ptgs2,19225
1422072_a_at,116.7810588,35.8548404,-3.25705141892083,1.10076522844824E-05,Gstm6,14867
1423285_at,567.952904,174.606748,-3.25275460717017,0.000804205013688,Coch,12810
1439622_at,467.645362,144.377016,-3.23905684544692,2.8847109037347E-06,Rassf4,213391
1419561_at,102.024989,32.2844306,-3.160191680754,0.004317998605745,Ccl3,20302
1449375_at,220.329198,69.855942,-3.15405091810229,0.000786732605391,Ces2a,102022
1427374_at,356.35348,113.4855012,-3.14007936019936,4.50449569790047E-05,Muc3,666339
1449952_s_at,158.379928,50.5472584,-3.13330402109405,0.000176943626608,Prss30,30943
1451713_a_at,83.6586516,26.7089674,-3.13223084768152,0.008926220131473,Fcer2a,14128
1436555_at,169.346462,54.619579,-3.10047175574165,1.41479156049044E-05,Slc7a2,11988
1424245_at,847.082448,274.001008,-3.09153040780054,0.000278362905719,Ces2c///Ces2d-ps,234671///667754
1426908_at,299.655026,98.183844,-3.05197895898229,1.26822243984297E-06,Galnt7,108150
1417761_at,1607.4581,527.074612,-3.0497733402496,8.35305200718899E-06,Apoa4,11808
1435678_at,184.645782,60.9322126,-3.03034756364649,1.48926128340476E-06,2610017I09Rik,66297
1419090_x_at,761.60217,251.702072,-3.02580810697498,0.000174649090622,Egfbp2///Klk1b26,13647///16618
1439566_at,99.567892,32.9306084,-3.02356673130886,0.002188066412247,Gprin3,243385
1419345_at,2285.058188,6996.55468,-0.32659763162174,0.104586628112302,Pth,19226
1460480_at,94.7896948,31.4155372,-3.01728708939601,4.19078085627009E-05,Erv3,71995
1449465_at,244.85674,81.5662852,-3.00193565760183,1.04992102794375E-05,Reln,19699
1418149_at,1034.53324,3151.17896,-0.328300376821506,0.12338227838124,Chga,12652
1419697_at,2138.11672,712.910652,-2.99913700826566,0.011885972776039,Cxcl11,56066
1418765_at,622.5662,209.265636,-2.97500445797035,0.008375548357044,Timd2,171284
1450625_at,94.9691388,31.994422,-2.96830299981666,3.55394519347611E-09,Col5a2,12832
1448837_at,345.550664,116.754308,-2.9596395192544,6.45104675373194E-05,Vil1,22349
1451796_s_at,2495.58778,844.059474,-2.95664921356004,4.67578655323774E-05,Hdc,15186
1416809_at,90.661448,30.7872764,-2.94477000245465,0.000196738442653,Cyp3a11,13112
1445849_at,158.727382,54.0105572,-2.9388214124923,0.001335326799126,BC080696,665521
1457042_at,87.3397952,29.7646836,-2.93434314215253,2.9710274566468E-07,AI256396,100503463
1435892_at,104.014934,35.5273924,-2.92773904791279,6.12426435401247E-05,Asxl3,211961
1429856_at,124.400268,42.5209844,-2.92562060251832,8.41987792409711E-05,Tspan18,241556
1454713_s_at,4473.327,1532.24214,-2.91946480469464,2.25017247853883E-06,Hdc,15186
1435318_at,21.6906558,64.418977,-0.336712205162774,0.089861227398825,E130218I03Rik,77490
1419393_at,128.805869,44.2056994,-2.91378421217785,8.37138438022692E-05,Abcg5,27409
1427618_at,261.87483,89.9131952,-2.91252946152669,9.2821874754094E-06,Cdh9,12565
1423858_a_at,143.4244092,49.2743886,-2.91072935200255,0.007164993326531,Hmgcs2,15360
1418486_at,330.811782,114.407404,-2.89152424086119,8.95899799966885E-06,Vnn1,22361
1417649_at,2148.25336,745.917628,-2.88001419910135,2.0601055990147E-06,Cdkn1c,12577
1449979_a_at,267.762866,93.622469,-2.8600278208856,1.60927267003235E-06,Spock3,72902
1446017_at,34.4254636,100.3443948,-0.343073110048794,0.360925986916756,,
1422481_at,323.388874,113.3571412,-2.8528319484472,0.000879000670762,Krt1,16678
1418799_a_at,420.762484,147.689502,-2.84896677354901,3.83695848484647E-06,Col17a1,12821
1417556_at,391.118298,137.86806,-2.83690289106846,0.000284398834294,Fabp1,14080
1452308_a_at,177.046842,62.4599452,-2.83456607963851,0.003267975126505,Atp1a2,98660
1427977_x_at,57.1679124,20.1893006,-2.83159449317427,0.017458952259731,Gm10436///Gm2042///Oog1,100039087///100039315///193322
1422122_at,971.96566,343.85681,-2.82665816622913,0.005126927949367,Fcer2a,14128
1451835_at,80.957136,28.6490502,-2.82582268643587,0.003257341047875,Sox21,223227
1455374_at,32.8529198,11.6319374,-2.82437212910035,0.001018889228516,Kcnj3,16519
1448783_at,47.366861,16.7772766,-2.8232747262449,0.000154400531039,Slc7a9,30962
1436504_x_at,2345.28416,833.300772,-2.81445096273114,2.31163611773965E-05,Apoa4,11808
1422437_at,678.219052,242.528564,-2.79645020287177,1.98832723870207E-06,Col5a2,12832
1431393_at,48.01982,17.1829843,-2.7946146700489,0.020338556287496,4930447C04Rik,75801
1434993_at,35.0660052,12.6066852,-2.78154047980829,0.004690651533242,Fam5c,215378
1421788_x_at,119.553016,43.0870662,-2.77468452934491,6.36948018741755E-05,Egfbp2,13647
1430443_at,38.8936126,14.026604,-2.77284598609899,0.00258944725944,Anxa10,26359
1452065_at,37.4185062,13.5685366,-2.75774074265312,0.000194962969309,Vstm2a,211739
1442077_at,178.26625,64.839717,-2.7493372619131,0.00128720656827,2310076G05Rik,76963
1443483_at,31.497704,11.4567488,-2.74927071805921,3.9516421438151E-06,Xlr5a///Xlr5b///Xlr5c,27084///574438///627081
1449597_at,61.6294234,22.4383442,-2.74661190909087,0.002950013017831,Gm14743,236874
1418340_at,377.188116,137.84575,-2.73630573303856,1.06519856527437E-05,Fcer1g,14127
1436779_at,135.48668,49.693263,-2.72645972151195,0.000132150772108,Cybb,13058
1427976_at,49.5157064,18.3242024,-2.70220254716243,0.027357467734829,Gm10436///Gm2042///Oog1,100039087///100039315///193322
1418069_at,1293.5463,480.789628,-2.69046215780678,3.85860620458713E-05,Apoc2,11813
1428301_at,4474.19106,1685.12872,-2.65510343921976,0.004113079685482,Gm10340///Gm10406///Gm2888///Gm2897///Gm3095///Gm3173///Gm3239///Gm3298///Gm3317///Gm3373///Gm3383///Gm3500///Gm3558///Gm3636///Gm3642///Gm3667///Gm3696///Gm3739///Gm5796///LOC100861615,100036568///100038847///100040657///100040671///100040697///100041012///100041151///100041262///100041374///100041515///100041678///100041874///100042054///100042100///100042149///100042235///100169868///100861615///545007///666329
1449305_at,169.63527,63.8939952,-2.65494855140941,5.51659275165175E-05,F10,14058
1441362_at,32.700393,12.3219708,-2.65382815223032,0.016376302985891,,
1426043_a_at,103.330948,38.9418444,-2.65346825739974,3.23603362985282E-05,Capn3,12335
1442676_at,39.127137,14.7689256,-2.64928797528779,0.000761866284406,Maoa,17161
1433865_at,23.5975,8.938077,-2.64010927630183,0.007651502046067,E330010L02Rik///E330016L19Rik///Gm3669,100042103///414104///414119
1425681_a_at,67.023822,25.4941392,-2.6289894110251,0.00011714966284,Prnd,26434
1426657_s_at,826.744488,314.66266,-2.62739941243743,3.95560473970321E-05,Gm8096///Phgdh,236539///666422
1424600_at,1077.275066,410.61469,-2.62356679445638,4.40991267008672E-05,Abp1,76507
1422978_at,145.449155,55.4971988,-2.62083777460855,0.001179414009159,Cybb,13058
1444009_at,172.253776,65.8420652,-2.61616605549608,0.005363512976677,Rassf4,213391
1435217_at,26.6486344,10.2223856,-2.60688996118479,0.0112606589422,Gm7969,666185
1449984_at,2599.34146,997.47265,-2.60592755099601,0.000448913441144,Cxcl2,20310
1433681_x_at,63.682299,24.4780174,-2.60161180374028,6.06248750891133E-05,Capn3,12335
1422177_at,413.533888,159.54444,-2.59196677740697,7.39386312523804E-05,Il13ra2,16165
1447773_x_at,164.782202,63.6655088,-2.58824919655712,6.25327762182623E-06,6330409D20Rik,70730
1426959_at,75.0533602,29.0248792,-2.58582851225097,0.003608871072907,Bdh1,71911
1425049_at,77.0432738,29.801636,-2.58520283248879,0.000226783381523,Oas1h,246729
1424279_at,64.741937,25.3676284,-2.55214779951602,0.000552837315003,Fga,14161
1427137_at,42.1403284,16.5496562,-2.546296303122,0.000525432607801,Ces2e,234673
1419622_at,33.379904,13.116663,-2.54484726793697,5.09882052417564E-06,Ugt2b5,22238
1437621_x_at,4459.87518,1756.43974,-2.53915638460788,1.37903546826707E-06,Phgdh,236539
1436485_s_at,63.2581336,24.9189644,-2.5385538734507,0.005864340955237,Whrn,73750
1417880_at,73.9400472,29.2188916,-2.5305561967313,2.08960674832483E-05,G6pc,14377
1435513_at,33.3918802,13.2047974,-2.52876883972487,0.023179175583338,Htr2c,15560
1427025_at,209.48883,82.8603964,-2.52821419039217,6.80705821754062E-06,Mtmr7,54384
1428485_at,130.397968,51.6253322,-2.52585237601628,0.00014174203397,Car12,76459
1417150_at,786.3261,311.328454,-2.52571228198756,0.016891792346253,Slc6a4,15567
1427119_at,391.486514,155.322538,-2.52047461392886,0.005809448106607,Spink4,20731
1456777_at,265.237086,105.2603844,-2.51981870968733,3.0357507830054E-05,Mgam,232714
1449482_at,109.0859506,43.2974508,-2.51945434625911,0.049983199558429,Hist3h2ba///Hist3h2bb-ps,382522///78303
1449409_at,383.65374,152.630536,-2.51361064472708,2.10236076993964E-05,Sult1c2,69083
1455963_at,71.8142342,28.5825672,-2.512518686565,3.11101658837321E-05,Tmem229a,319832
1450332_s_at,297.769354,118.600122,-2.51070023351241,0.000138493084647,Fmo5,14263
1417673_at,137.4332032,54.8643546,-2.50496345399459,0.00033075683916,Grb14,50915
1418771_a_at,74.0424222,29.605675,-2.5009536921553,0.027385034954634,Cpb2,56373
1420357_s_at,123.606335,49.604992,-2.49181241678257,0.033021040160734,Xlr3a///Xlr3b///Xlr3c,22445///22446///574437
1452731_x_at,2304.0802,925.794752,-2.48875919313917,0.003368517787998,Gm10340///Gm10406///Gm10409///Gm2897///Gm3002///Gm3095///Gm3173///Gm3239///Gm3298///Gm3317///Gm3373///Gm3383///Gm3500///Gm3558///Gm3636///Gm3642///Gm3667///Gm3696///Gm3739///Gm5796///LOC100861615,100036568///100038847///100040671///100040697///100040852///100041012///100041151///100041262///100041374///100041515///100041530///100041678///100041874///100042054///100042100///100042149///100042235///100169868///100861615///545007///666329
1434893_at,192.449098,77.380168,-2.48705970759846,0.001936861915816,Atp1a2,98660
1436117_at,313.410226,126.3023458,-2.48142838531507,2.04421146977487E-07,A830010M20Rik,231570
1422706_at,194.85017,78.6123498,-2.4786203503104,2.38014043398252E-05,Pmepa1,65112
1431521_at,40.9780602,16.5347702,-2.478296323707,0.000180267980268,Ms4a18,76002
1458341_x_at,111.573675,45.071476,-2.4754830527405,5.70108115554624E-05,Pde5a,242202
1451418_a_at,71.678978,29.0032956,-2.47140804233295,0.003576496052536,Spsb4,211949
1442389_at,315.494726,127.698613,-2.47061983359208,0.000940213980341,Oas1f,243262
1421527_at,39.5261516,16.0695958,-2.4596854887912,0.018782762018105,Epha6,13840
1443632_at,46.278145,18.8632736,-2.45334643293304,8.15937846174982E-06,Obscn,380698
1421492_at,75.873717,31.0232354,-2.44570613031547,0.000988379557828,Hpgds,54486
1438751_at,27.8544484,11.4120521,-2.44079225681067,0.000163490369739,Slc30a10,226781
1419075_s_at,2184.2063,896.719186,-2.43577513908574,3.46515742391915E-05,Saa1,20208
1418866_at,65.520896,26.9056376,-2.43521067867204,0.039481690607389,Cyp24a1,13081
1436941_at,1217.00604,500.580088,-2.4311914700051,2.31187083959009E-07,Fam55c,385658
1449926_at,1002.4755,412.99051,-2.42735722910437,2.56206291402669E-05,Cd70,21948
1455765_a_at,510.834402,211.328708,-2.41725039079877,1.0405174392118E-06,Abcc8,20927
1447166_at,34.5993348,14.317824,-2.41652186812745,0.003252393300839,,
1440564_at,645.503786,267.173324,-2.41604878936192,7.15669824791753E-05,Prokr2,246313
1450788_at,3084.21264,1276.7315,-2.41570967740672,1.86931792057609E-05,Saa1,20208
1443870_at,265.81788,110.160015,-2.41301601129956,2.29044795682324E-05,Abcc4,239273
1452227_at,870.581346,360.832204,-2.41270412216311,1.00015855716795E-06,Sel1l3,231238
1416905_at,154.956764,64.263441,-2.41127399324913,0.000609311895476,Guca2a,14915
1430396_at,195.793544,81.277224,-2.40895953828344,3.29207966162171E-05,5730403I07Rik,70487
1456062_at,275.925386,114.606912,-2.40758067017808,4.75688546492447E-05,Nppa,230899
1430786_at,141.721492,58.9298924,-2.4049168635509,0.000247764590306,1110002E22Rik,100039528
1438377_x_at,73.4630196,30.5679382,-2.40327035207105,1.19370588813347E-05,Slc13a3,114644
1415905_at,646.22478,268.904708,-2.40317391542286,0.000275178929899,Reg1,19692
1417995_at,553.492154,230.5198,-2.40106122771233,3.45931179551218E-06,Ptpn22,19260
1431788_at,99.811069,41.8695768,-2.38385664791338,0.000769340230135,Fabp12,75497
1420455_at,48.6878908,114.960899,-0.423516962928413,0.246485982399232,Gcm2,107889
1436778_at,727.275,306.78343,-2.37064628946876,9.20500186278731E-06,Cybb,13058
1451194_at,849.94874,358.83587,-2.36862814188559,6.64822008828038E-06,Aldob,230163
1452981_at,189.519758,80.012675,-2.36862169649996,5.63337439555947E-05,Cntn1,12805
1453042_at,230.844774,97.5004,-2.36762899434259,0.00172417479242,Anks4b,72074
1449131_s_at,624.058406,263.779808,-2.36583084479309,1.04994095283049E-06,Cd1d1,12479
1435245_at,126.997574,53.7154542,-2.36426510566488,6.64331709841779E-05,Gls2,216456
1422789_at,94.0660068,39.8393604,-2.36113245432525,4.08341171832844E-05,Aldh1a2,19378
1451441_at,1696.45586,718.740658,-2.36031709228838,0.00759274333271,2210415F13Rik,70163
1429691_at,30.496865,12.9216782,-2.36013190608632,0.04312583508651,Ptprg,19270
1421114_a_at,447.146168,189.91616,-2.35443981175694,0.000142967962386,Epyc,13516
1420701_at,287.634642,122.365937,-2.35061038269171,0.000137355941921,Klk1b1,16623
1427168_a_at,835.473998,357.488428,-2.33706585321973,7.47536964677201E-07,Col14a1,12818
1440452_at,147.869948,63.3750828,-2.33325056894442,0.000239411168926,Drp2,13497
1457105_at,171.613434,73.5588108,-2.33300990232974,0.000445665006579,Pkd2l1,329064
1448764_a_at,668.71712,287.118208,-2.32906552551345,0.001668757059802,Fabp1,14080
1429387_at,781.179892,335.707682,-2.32696460011302,1.20014147334688E-05,Grap,71520
1426658_x_at,1568.27852,674.695352,-2.32442466863178,2.19090767022137E-05,Phgdh,236539
1418267_at,146.614386,63.156241,-2.32145523037066,8.32517753915491E-05,Mst1,15235
1432418_a_at,905.23512,390.333472,-2.31913270302374,0.000143172749901,Ckmt1,12716
1427465_at,203.408912,88.0268188,-2.31076068376562,0.003790372329728,Atp1a2,98660
1459030_at,35.292083,15.2743288,-2.31054886025499,0.000936518077724,Bbox1,170442
1426037_a_at,370.586148,160.539066,-2.30838609712604,0.000123218704467,Rgs16,19734
1427380_at,131.429067,56.9365216,-2.30834380651733,2.09881770438835E-05,Klk1b3,18050
1453644_at,40.8209436,17.684933,-2.30823286692689,6.92701494664231E-05,Obp1a,18249
1423569_at,281.91146,122.1733584,-2.30747082417929,0.00077137239596,Gatm,67092
1447918_x_at,12.75768,29.2943002,-0.435500418610444,0.176147965515358,Iglv1,16142
1428079_at,267.840642,116.369666,-2.30163625287023,0.000148861998945,Fgb,110135
1424930_s_at,73.508984,31.9806852,-2.29854312189659,8.51867140764432E-06,Fam83f,213956
1427626_at,85.429243,195.576784,-0.436806666173629,0.050663484779666,Muc5b,74180
1423400_at,33.1271048,75.7337996,-0.437415064013242,0.103340333052038,Kl,16591
1417210_at,117.00504474,267.34510676,-0.437655456492186,0.462033025448142,Eif2s3y,26908
1421525_a_at,213.82062,93.046727,-2.29799184661272,0.000170872406531,Naip5,17951
1427474_s_at,790.941412,344.278732,-2.29738679297796,3.45782651699953E-06,Gstm3,14864
1437218_at,75.8141578,33.0719654,-2.29239952579292,0.003998433711591,Fn1,14268
1447870_x_at,275.43763,120.2615788,-2.29032108798492,1.00232108387106E-05,1110002E22Rik,100039528
1448723_at,55.685121,24.3444504,-2.28738460244722,0.014798845116457,Rdh7,54150
1415994_at,42.6212814,96.7470292,-0.440543567615821,0.213417370672683,Cyp2e1,13106
1455240_x_at,26.6932688,11.6967234,-2.28211507506453,0.02681050096738,Gm7969,666185
1448281_a_at,61.3521246,26.925082,-2.27862350057095,0.000436441679035,Cela2a,13706
1442095_at,144.35187,63.3597674,-2.2782891403102,1.5162680527793E-06,Asxl3,211961
1418976_s_at,162.575556,71.4451154,-2.27553073558336,2.74035132535399E-05,Cideb,12684
1417089_a_at,1537.1704,675.62547,-2.27518124797752,5.68934596392766E-05,Ckmt1,12716
1416645_a_at,255.851762,112.5615806,-2.27299368608902,0.00390443983949,Afp,11576
1441590_at,68.3586904,30.084325,-2.27223613626033,0.000237360893061,Kcnj5,16521
1443823_s_at,709.109362,312.705678,-2.26765745519977,0.00290477922826,Atp1a2,98660
1449130_at,421.595294,186.61889,-2.25912443268739,1.96916924238178E-06,Cd1d1,12479
1423072_at,1495.52434,662.434438,-2.25761864753777,0.000639039114893,6720475J19Rik,68157
1456584_x_at,1516.0542,671.63302,-2.25726573121732,1.833754325593E-07,Phgdh,236539
1436125_at,226.885068,100.60444,-2.25521923286885,0.001667695426888,D16Ertd472e,67102
1418282_x_at,140.022382,62.1887246,-2.25157185487609,0.000222094107467,Serpina1b,20701
1455593_at,150.5111668,67.1176606,-2.24249721242519,0.023515246775267,Apob,238055
1444487_at,104.652313,46.6955242,-2.24116368309235,0.00887655611379,Lrat,79235
1425035_s_at,536.071516,239.527504,-2.23803741552786,8.23126039355368E-07,Dnmt3l,54427
1425233_at,3544.43838,1584.73184,-2.23661713012594,6.28119046756312E-05,2210407C18Rik,78354
1440218_at,207.317692,92.7467352,-2.23530986350019,0.000252595214794,Cdhr2,268663
1417273_at,155.468314,343.2180472,-0.452972433321391,0.374482120864057,Pdk4,27273
1435339_at,585.250114,263.198154,-2.22361025374061,9.87111236132528E-06,Kctd15,233107
1427038_at,671.098312,302.110414,-2.22136768843725,0.000177095640686,Penk,18619
1451510_s_at,77.3644534,34.8668426,-2.21885458019649,0.001103661198075,Olah,99035
1421775_at,68.8540478,31.0953106,-2.21429040171736,0.000957227076865,Fcer1a,14125
1450357_a_at,315.756002,142.6283892,-2.21383697713386,0.000284286566312,Ccr6,12458
1419399_at,141.2826572,63.8691566,-2.21206392445145,1.3264903693961E-05,Mttp,17777
1434136_at,62.5791548,28.3229988,-2.20948195640922,8.87243859986235E-05,Tmem229a,319832
1430098_at,70.192831,31.8007048,-2.20727280862027,9.45131557551694E-05,6330409D20Rik,70730
1460722_at,537.128444,243.474258,-2.20609952120688,0.000383352581187,Soat2,223920
1451129_at,467.699394,213.108256,-2.1946563815904,0.000860291997324,Calb2,12308
1419607_at,258.483082,117.783506,-2.19456094302372,1.12671500874533E-05,Tnf,21926
1434152_at,462.97734,210.96765,-2.19454186459393,0.000355150956557,Apol7c///Gm8221,108956///666661
1455369_at,117.8743172,53.7128666,-2.19452664997031,1.17074219361957E-05,Apba1,319924
1456190_a_at,67.0301726,30.611406,-2.18971231180953,0.000211191454541,Acsm2,233799
1419233_x_at,1128.1086,515.277626,-2.18932191711347,6.14643901896118E-05,Apoa1,11806
1426603_at,328.669794,150.197989,-2.18824363886789,0.022725147489238,Rnasel,24014
1441529_at,37.3682672,17.0910592,-2.18642196265987,0.037476492277633,,
1419704_at,96.9899258,44.4086254,-2.18403350534691,0.008032383812366,Cyp3a41a///Cyp3a41b,100041375///53973
1419400_at,265.05531,121.610716,-2.17953909588033,0.000302603857848,Mttp,17777
1449387_at,70.185568,32.2172186,-2.17851108971896,0.001669731417821,Krt33a,71888
1435130_at,686.71385,315.3609,-2.17754911912035,0.000274705185533,Fam18a,383103
1447933_at,524.943698,241.202024,-2.17636522817901,0.00071766183701,Kif26a,668303
1435119_at,317.486834,145.906972,-2.17595382625033,0.00949661601243,Gm19439,100502895
1423186_at,178.0388,81.901133,-2.17382584927122,6.11122984734501E-06,Tiam2,24001
1456076_at,344.737944,158.825218,-2.17054916304286,0.009868199585251,Defb19,246700
1418310_a_at,40.866799,18.8291976,-2.17039514206383,2.47980904230373E-05,Rlbp1,19771
1433966_x_at,302.220718,139.413174,-2.16780602097188,9.28486131983611E-07,Asns,27053
1424973_at,77.512554,35.7878244,-2.1658917606626,0.000429168050365,Cyp3a25,56388
1453801_at,86.088654,39.7750532,-2.16438815473413,7.63522950551E-05,Them5,66198
1443017_at,74.5555264,160.6245196,-0.464160307440384,0.057011671378466,Cpeb2,231207
1455161_at,87.583551,40.5695652,-2.15884864844447,0.000137511439011,AI504432,229694
1416953_at,109.7677182,235.962318,-0.4651917269265,0.090411639737868,Ctgf,14219
1420802_at,753.013454,349.149144,-2.15671001043611,6.49170569245875E-05,Il13,16163
1424485_at,42.812307,19.8594968,-2.15575990827723,0.035563669776994,Angptl3,30924
1425898_x_at,94.340743,43.7943894,-2.15417418286919,0.001207706520034,Olfm3,229759
1451551_at,156.908808,72.846638,-2.15396087325265,7.04031786424475E-07,Krt84,16680
1450624_at,129.751532,60.2514584,-2.15350027112373,0.000354941702575,Bhmt,12116
1448330_at,517.759898,240.588086,-2.15205959118025,1.04905108443878E-05,Gstm1,14862
1420782_at,175.713846,81.66739,-2.15157905744263,6.50528178749744E-05,Tnfrsf17,21935
1421468_at,85.448016,39.8494348,-2.14427171749999,0.001037404275275,Kcnj3,16519
1427115_at,206.760656,96.5404102,-2.14170061605974,8.90329540258619E-06,Myh3,17883
1444302_at,87.164958,40.704173,-2.14142559781278,1.74050210970712E-05,Gxylt2,232313
1417071_s_at,268.554266,125.472844,-2.1403377610537,4.98832948810883E-06,Cyp4v3,102294
1428259_at,654.549472,305.874512,-2.13992812843458,0.001215749321656,Pxdn,69675
1419063_at,137.587464,64.4056122,-2.13626513746577,0.00053362672275,Ugt8a,22239
1416416_x_at,901.374448,421.964832,-2.13613642570099,8.44801631232113E-05,Gstm1,14862
1453357_at,85.0401384,39.822991,-2.1354533214243,0.00073102922969,Tdrd9,74691
1460318_at,112.4655178,52.6904942,-2.1344555504283,0.000484223674315,Csrp3,13009
1428664_at,262.481986,123.3718878,-2.12756723335152,0.006843192832206,Vip,22353
1437876_at,332.139508,156.275972,-2.12533957555548,0.000454075940784,Il20rb,213208
1449863_a_at,103.161712,48.544276,-2.12510558402395,0.00133943714719,Dlx5,13395
1419232_a_at,1025.742718,482.812966,-2.12451361134324,4.93652315862671E-05,Apoa1,11806
1424855_at,65.682147,30.9222202,-2.12410837822053,0.000841798913469,Olah,99035
1451490_at,287.313334,135.293926,-2.12362330294118,8.27754525059764E-05,Lyplal1,226791
1424939_at,74.646508,35.165169,-2.12273991915125,0.007176883536561,Asz1,74068
1440335_at,59.4037014,28.000803,-2.12149992269865,0.007554188155781,,
1431896_at,30.2310064,14.2511004,-2.12131032351719,0.012436105965414,4930447C04Rik,75801
1454714_x_at,4102.22188,1934.1507,-2.1209422202727,0.001112840020438,Phgdh,236539
