chr1	992144	992159	12
chr1	1307876	1307912	70
chr1	1386833	1386863	89
chr1	1541894	1541902	123
chr1	1615437	1615471	127
chr1	1628949	1628968	131
chr1	1746271	1746285	145
chr1	2391671	2391686	182
chr1	5992420	5992425	224
chr1	6186592	6186595	232
chr1	9997178	9997204	376
chr1	10033138	10033172	378
chr1	10495260	10495295	398
chr1	11664328	11664343	429
chr1	12230032	12230057	459
chr1	12617673	12617686	464
chr1	15835842	15835876	546
chr1	17054108	17054114	589
chr1	19312093	19312112	621
chr1	19799880	19799889	650
chr1	22001655	22001660	717
chr1	23791965	23791991	770
chr1	24112134	24112138	786
chr1	24187257	24187286	787
chr1	24745331	24745349	806
chr1	25247513	25247519	835
chr1	25338190	25338217	840
chr1	25430947	25430979	845
chr1	26067630	26067634	873
chr1	26170471	26170475	880
chr1	26787939	26787960	907
chr1	26864123	26864138	921
chr1	27343136	27343145	951
chr1	27725975	27725996	994
chr1	28498410	28498412	1025
chr1	28737049	28737060	1058
chr1	28737659	28737684	1059
chr1	28737815	28737824	1061
chr1	28887100	28887148	1063
chr1	30718136	30718137	1089
chr1	30757819	30757822	1101
chr1	31373073	31373081	1116
chr1	32072925	32072945	1164
chr1	32180157	32180160	1176
chr1	32222528	32222536	1197
chr1	32222608	32222614	1199
chr1	32292158	32292168	1211
chr1	35189005	35189015	1312
chr1	36386400	36386401	1378
chr1	37554249	37554255	1400
chr1	38005501	38005528	1422
chr1	38012526	38012539	1423
chr1	42682460	42682479	1587
chr1	42683136	42683141	1588
chr1	43120094	43120109	1608
chr1	43120145	43120151	1609
chr1	43147807	43147825	1610
chr1	43172516	43172544	1613
chr1	43389879	43389908	1625
chr1	43991773	43991779	1674
chr1	44030414	44030440	1678
chr1	44355257	44355275	1682
chr1	45012134	45012148	1722
chr1	45340009	45340030	1730
chr1	45612747	45612762	1757
chr1	45615175	45615193	1762
chr1	51236338	51236353	1851
chr1	51236509	51236515	1852
chr1	51518272	51518295	1860
chr1	51840237	51840269	1871
chr1	52365436	52365461	1880
chr1	54053627	54053637	1924
chr1	58785155	58785169	2030
chr1	62139533	62139561	2079
chr1	62436987	62437000	2083
chr1	63523519	63523535	2094
chr1	64470122	64470144	2101
chr1	67053947	67053951	2141
chr1	67464200	67464248	2157
chr1	67685107	67685116	2160
chr1	68050627	68050672	2183
chr1	70237499	70237526	2191
chr1	70244716	70244725	2193
chr1	76074734	76074758	2253
chr1	77888624	77888642	2263
chr1	77979164	77979201	2266
chr1	78005119	78005140	2272
chr1	78629833	78629843	2278
chr1	78659446	78659460	2294
chr1	85276611	85276631	2335
chr1	85582235	85582243	2341
chr1	85582462	85582483	2342
chr1	85583100	85583107	2348
chr1	85583338	85583349	2351
chr1	87345243	87345250	2375
chr1	87345369	87345415	2376
chr1	89022796	89022810	2398
chr1	91500851	91500868	2453
chr1	91886122	91886125	2456
chr1	92080338	92080355	2457
chr1	92836222	92836229	2468
chr1	92841764	92841790	2478
chr1	94926359	94926364	2520
chr1	98661680	98661692	2541
chr1	100896076	100896090	2583
chr1	101236901	101236932	2592
chr1	108661061	108661089	2609
chr1	108858387	108858406	2632
chr1	108963420	108963432	2635
chr1	110873141	110873152	2702
chr1	111473978	111473990	2727
chr1	113812275	113812283	2770
chr1	113979441	113979447	2780
chr1	113979478	113979492	2781
chr1	115089463	115089472	2805
chr1	115768710	115768719	2811
chr1	119327229	119327241	2860
chr1	145214990	145215000	2890
chr1	145607987	145607999	2896
chr1	145960597	145960606	2923
chr1	145964563	145964602	2924
chr1	146021712	146021735	2930
chr1	146938300	146938333	2939
chr1	149176071	149176076	2967
chr1	149917834	149917844	2982
chr1	150364175	150364210	3018
chr1	150575062	150575080	3047
chr1	150575362	150575368	3052
chr1	150575969	150575993	3058
chr1	150576361	150576390	3062
chr1	150576732	150576776	3065
chr1	150974696	150974725	3116
chr1	151008461	151008471	3121
chr1	151047713	151047733	3125
chr1	151070761	151070765	3132
chr1	151146619	151146637	3135
chr1	151281892	151281897	3155
chr1	151909419	151909458	3188
chr1	153358419	153358431	3234
chr1	153536420	153536443	3257
chr1	153615327	153615336	3286
chr1	153627361	153627373	3298
chr1	153634410	153634418	3306
chr1	153658615	153658624	3308
chr1	153964081	153964086	3332
chr1	154192092	154192116	3368
chr1	154272540	154272554	3381
chr1	154961817	154961841	3432
chr1	155002105	155002112	3445
chr1	155131750	155131755	3456
chr1	155207891	155207919	3470
chr1	155209167	155209187	3473
chr1	155308794	155308798	3479
chr1	155947217	155947278	3514
chr1	155979143	155979156	3520
chr1	156106198	156106237	3539
chr1	156178373	156178390	3594
chr1	156500365	156500373	3627
chr1	156705776	156705816	3646
chr1	156751697	156751703	3670
chr1	156766886	156766909	3675
chr1	156859092	156859107	3680
chr1	158254092	158254120	3693
chr1	160367067	160367073	3794
chr1	160998266	160998284	3814
chr1	161166635	161166667	3856
chr1	162023862	162023869	3895
chr1	163069360	163069362	3907
chr1	167936091	167936104	3952
